ensgene,WT1,WT2,WT3,KO1,KO2,KO3
ENSMUSG00000086321,16 ,7 ,17 ,25 ,13 ,14 
ENSMUSG00000055720,1129 ,926 ,918 ,1096 ,982 ,999 
ENSMUSG00000092474,23 ,29 ,32 ,26 ,22 ,23 
ENSMUSG00000024026,2436 ,2038 ,1898 ,2427 ,1865 ,1881 
ENSMUSG00000020715,594 ,376 ,402 ,574 ,414 ,446 
ENSMUSG00000045327,21 ,16 ,19 ,16 ,28 ,24 
ENSMUSG00000112008,28 ,19 ,19 ,21 ,39 ,19 
ENSMUSG00000045251,193 ,151 ,144 ,147 ,152 ,148 
ENSMUSG00000068962,32 ,46 ,28 ,42 ,39 ,44 
ENSMUSG00000025733,2063 ,1534 ,1436 ,1881 ,1619 ,1636 
ENSMUSG00000049950,273 ,191 ,204 ,245 ,164 ,211 
ENSMUSG00000012519,92 ,65 ,71 ,92 ,98 ,63 
ENSMUSG00000032013,8 ,5 ,12 ,7 ,6 ,5 
ENSMUSG00000020912,364 ,242 ,246 ,544 ,172 ,319 
ENSMUSG00000021733,3010 ,2330 ,2095 ,3188 ,2020 ,2544 
ENSMUSG00000078866,222 ,175 ,234 ,253 ,220 ,213 
ENSMUSG00000031242,447 ,308 ,296 ,361 ,309 ,314 
ENSMUSG00000023232,146 ,109 ,101 ,110 ,96 ,116 
ENSMUSG00000113852,76 ,89 ,59 ,75 ,60 ,65 
ENSMUSG00000042302,675 ,529 ,518 ,698 ,524 ,573 
ENSMUSG00000046699,43 ,53 ,47 ,53 ,58 ,54 
ENSMUSG00000078886,234 ,166 ,145 ,215 ,182 ,180 
ENSMUSG00000017146,6075 ,4681 ,4292 ,5328 ,4566 ,4676 
ENSMUSG00000078619,2354 ,1793 ,1741 ,2061 ,1852 ,1758 
ENSMUSG00000027589,511 ,410 ,400 ,499 ,486 ,400 
ENSMUSG00000050578,159 ,115 ,114 ,110 ,125 ,115 
ENSMUSG00000102929,26 ,12 ,16 ,34 ,20 ,13 
ENSMUSG00000107509,14 ,19 ,23 ,23 ,11 ,12 
ENSMUSG00000102627,14 ,12 ,1 ,19 ,16 ,3 
ENSMUSG00000034758,187 ,148 ,124 ,182 ,157 ,151 
ENSMUSG00000070822,536 ,347 ,351 ,454 ,355 ,348 
ENSMUSG00000021038,1182 ,899 ,816 ,1122 ,934 ,921 
ENSMUSG00000017499,3416 ,2558 ,2572 ,3545 ,2410 ,2909 
ENSMUSG00000081187,4 ,9 ,3 ,12 ,4 ,8 
ENSMUSG00000046449,712 ,516 ,480 ,455 ,615 ,490 
ENSMUSG00000029191,6049 ,4835 ,4506 ,5846 ,4370 ,4729 
ENSMUSG00000037833,19 ,22 ,19 ,8 ,26 ,12 
ENSMUSG00000043300,89 ,70 ,56 ,82 ,57 ,52 
ENSMUSG00000022217,50 ,46 ,35 ,44 ,40 ,29 
ENSMUSG00000096220,5 ,8 ,10 ,8 ,9 ,15 
ENSMUSG00000074579,24 ,15 ,16 ,18 ,28 ,20 
ENSMUSG00000036748,1738 ,1413 ,1262 ,1690 ,1446 ,1394 
ENSMUSG00000058638,1699 ,1358 ,1246 ,1481 ,1362 ,1289 
ENSMUSG00000032374,1570 ,1160 ,1156 ,1274 ,1446 ,1291 
ENSMUSG00000110589,9 ,13 ,10 ,13 ,19 ,10 
ENSMUSG00000060034,10 ,3 ,13 ,5 ,4 ,9 
ENSMUSG00000074527,807 ,600 ,490 ,373 ,655 ,555 
ENSMUSG00000026260,3158 ,2515 ,2266 ,3120 ,2434 ,2573 
ENSMUSG00000059005,18169 ,14334 ,13627 ,16981 ,15107 ,14804 
ENSMUSG00000031767,35 ,41 ,35 ,34 ,41 ,19 
ENSMUSG00000107690,14 ,3 ,14 ,8 ,5 ,9 
ENSMUSG00000058835,1792 ,1505 ,1370 ,1541 ,1512 ,1414 
ENSMUSG00000020085,322 ,209 ,194 ,279 ,236 ,245 
ENSMUSG00000002342,839 ,609 ,555 ,838 ,555 ,697 
ENSMUSG00000078906,1045 ,855 ,803 ,496 ,1032 ,694 
ENSMUSG00000105954,37 ,23 ,28 ,33 ,31 ,38 
ENSMUSG00000034614,444 ,279 ,279 ,414 ,289 ,348 
ENSMUSG00000029490,22 ,11 ,8 ,10 ,7 ,13 
ENSMUSG00000029012,2050 ,1493 ,1450 ,1995 ,1331 ,1460 
ENSMUSG00000035776,330 ,243 ,240 ,271 ,241 ,248 
ENSMUSG00000099881,98 ,62 ,87 ,98 ,74 ,102 
ENSMUSG00000071180,1009 ,771 ,794 ,926 ,884 ,850 
ENSMUSG00000097487,51 ,30 ,20 ,54 ,31 ,32 
ENSMUSG00000027584,81 ,53 ,53 ,65 ,60 ,38 
ENSMUSG00000078162,73 ,52 ,36 ,71 ,77 ,35 
ENSMUSG00000109408,109 ,66 ,83 ,104 ,47 ,78 
ENSMUSG00000050079,577 ,491 ,428 ,487 ,452 ,476 
ENSMUSG00000083907,12 ,7 ,7 ,19 ,10 ,6 
ENSMUSG00000078771,18 ,11 ,20 ,18 ,11 ,10 
ENSMUSG00000017299,331 ,278 ,245 ,288 ,303 ,308 
ENSMUSG00000063785,2846 ,2008 ,2026 ,2890 ,1885 ,2372 
ENSMUSG00000031298,12 ,9 ,6 ,12 ,9 ,14 
ENSMUSG00000049676,143 ,117 ,106 ,150 ,120 ,125 
ENSMUSG00000060187,6 ,7 ,8 ,9 ,2 ,4 
ENSMUSG00000040029,3202 ,2458 ,2313 ,3036 ,2457 ,2640 
ENSMUSG00000018509,888 ,625 ,604 ,917 ,627 ,663 
ENSMUSG00000018654,73 ,59 ,60 ,75 ,53 ,43 
ENSMUSG00000110368,16 ,9 ,9 ,9 ,10 ,6 
ENSMUSG00000028016,842 ,611 ,581 ,765 ,559 ,613 
ENSMUSG00000028651,1305 ,943 ,901 ,1256 ,843 ,907 
ENSMUSG00000087543,10 ,7 ,5 ,8 ,11 ,10 
ENSMUSG00000037737,13 ,5 ,6 ,8 ,7 ,1 
ENSMUSG00000032601,2033 ,1599 ,1558 ,1861 ,1603 ,1550 
ENSMUSG00000034361,148 ,112 ,109 ,130 ,90 ,117 
ENSMUSG00000048655,11 ,3 ,7 ,7 ,5 ,2 
ENSMUSG00000058385,13 ,17 ,13 ,16 ,11 ,7 
ENSMUSG00000018427,667 ,563 ,479 ,580 ,499 ,544 
ENSMUSG00000009687,129 ,93 ,71 ,102 ,100 ,114 
ENSMUSG00000020430,11674 ,8778 ,8353 ,11085 ,8179 ,8666 
ENSMUSG00000052142,35 ,27 ,15 ,16 ,24 ,21 
ENSMUSG00000020522,2426 ,1864 ,1737 ,2233 ,1731 ,1859 
ENSMUSG00000027709,900 ,662 ,705 ,846 ,781 ,720 
ENSMUSG00000048065,17 ,9 ,3 ,19 ,7 ,12 
ENSMUSG00000053460,262 ,227 ,149 ,249 ,204 ,225 
ENSMUSG00000053253,632 ,450 ,447 ,475 ,479 ,480 
ENSMUSG00000024735,8491 ,6513 ,5999 ,7945 ,6785 ,6591 
ENSMUSG00000031805,382 ,271 ,242 ,268 ,383 ,292 
ENSMUSG00000027668,1417 ,1141 ,1042 ,1391 ,1174 ,1136 
ENSMUSG00000054309,3423 ,2572 ,2491 ,3352 ,2540 ,2797 
ENSMUSG00000022215,18 ,6 ,6 ,15 ,10 ,13 
ENSMUSG00000034292,701 ,513 ,521 ,663 ,576 ,557 
ENSMUSG00000048368,10 ,15 ,19 ,7 ,14 ,13 
ENSMUSG00000036615,144 ,100 ,117 ,152 ,120 ,119 
ENSMUSG00000089810,145 ,103 ,70 ,126 ,126 ,92 
ENSMUSG00000016427,354 ,283 ,290 ,313 ,264 ,296 
ENSMUSG00000074852,424 ,372 ,290 ,342 ,365 ,304 
ENSMUSG00000021792,171 ,134 ,145 ,207 ,140 ,142 
ENSMUSG00000069910,1581 ,1217 ,1210 ,1548 ,1243 ,1329 
ENSMUSG00000029146,1517 ,1198 ,1038 ,1343 ,1277 ,1226 
ENSMUSG00000020738,17888 ,14045 ,13297 ,18091 ,13711 ,14462 
ENSMUSG00000020018,3339 ,2484 ,2438 ,2976 ,2407 ,2604 
ENSMUSG00000022070,1112 ,954 ,844 ,1018 ,1027 ,966 
ENSMUSG00000019804,2980 ,2376 ,2248 ,2660 ,2293 ,2403 
ENSMUSG00000027193,6913 ,5199 ,4930 ,6307 ,5614 ,5380 
ENSMUSG00000112932,11 ,16 ,6 ,8 ,12 ,4 
ENSMUSG00000028580,6878 ,5387 ,4957 ,6321 ,5664 ,5514 
ENSMUSG00000063362,940 ,708 ,618 ,734 ,744 ,657 
ENSMUSG00000107336,11 ,2 ,3 ,9 ,6 ,7 
ENSMUSG00000036707,2340 ,1923 ,1810 ,2315 ,1890 ,2030 
ENSMUSG00000073758,199 ,128 ,143 ,179 ,159 ,162 
ENSMUSG00000038963,261 ,232 ,221 ,274 ,276 ,213 
ENSMUSG00000034613,386 ,315 ,279 ,433 ,288 ,317 
ENSMUSG00000035171,799 ,617 ,551 ,736 ,558 ,583 
ENSMUSG00000034880,750 ,670 ,518 ,676 ,604 ,559 
ENSMUSG00000042642,520 ,416 ,393 ,500 ,377 ,388 
ENSMUSG00000020231,641 ,515 ,424 ,440 ,547 ,470 
ENSMUSG00000031400,4058 ,3136 ,2845 ,3838 ,2777 ,3083 
ENSMUSG00000057409,240 ,207 ,188 ,250 ,170 ,175 
ENSMUSG00000028180,2736 ,2282 ,2107 ,2605 ,2124 ,2184 
ENSMUSG00000083307,75 ,44 ,50 ,52 ,46 ,49 
ENSMUSG00000045128,25502 ,20061 ,19000 ,25866 ,20000 ,20150 
ENSMUSG00000038943,4850 ,3821 ,3583 ,4491 ,4030 ,3953 
ENSMUSG00000025821,334 ,253 ,259 ,335 ,268 ,287 
ENSMUSG00000085286,3 ,7 ,5 ,4 ,12 ,6 
ENSMUSG00000063894,433 ,332 ,311 ,377 ,372 ,372 
ENSMUSG00000069893,7 ,7 ,5 ,5 ,7 ,14 
ENSMUSG00000019868,897 ,690 ,580 ,795 ,646 ,620 
ENSMUSG00000062296,94 ,60 ,70 ,111 ,56 ,84 
ENSMUSG00000037325,258 ,214 ,204 ,255 ,174 ,205 
ENSMUSG00000013646,1167 ,854 ,853 ,1037 ,1008 ,911 
ENSMUSG00000048070,680 ,541 ,522 ,517 ,766 ,556 
ENSMUSG00000059498,14 ,3 ,7 ,7 ,2 ,7 
ENSMUSG00000028540,496 ,351 ,327 ,428 ,398 ,391 
ENSMUSG00000078768,524 ,390 ,381 ,475 ,368 ,386 
ENSMUSG00000087579,16 ,5 ,22 ,22 ,21 ,13 
ENSMUSG00000024524,127 ,83 ,63 ,112 ,80 ,104 
ENSMUSG00000110350,91 ,60 ,66 ,111 ,47 ,88 
ENSMUSG00000060371,17 ,12 ,9 ,14 ,8 ,7 
ENSMUSG00000048787,907 ,715 ,660 ,800 ,908 ,671 
ENSMUSG00000097378,15 ,4 ,7 ,16 ,8 ,10 
ENSMUSG00000045257,56 ,41 ,44 ,56 ,43 ,60 
ENSMUSG00000037994,44 ,31 ,19 ,43 ,32 ,33 
ENSMUSG00000034160,6400 ,4887 ,4649 ,5657 ,4921 ,4881 
ENSMUSG00000020592,1788 ,1331 ,1282 ,1641 ,1282 ,1320 
ENSMUSG00000029163,517 ,484 ,374 ,545 ,450 ,448 
ENSMUSG00000027420,20 ,28 ,17 ,16 ,19 ,18 
ENSMUSG00000009207,512 ,364 ,375 ,479 ,407 ,414 
ENSMUSG00000027012,3675 ,2971 ,2593 ,3559 ,2799 ,3091 
ENSMUSG00000035863,1389 ,1014 ,1042 ,1357 ,920 ,1028 
ENSMUSG00000113238,20 ,6 ,8 ,7 ,8 ,9 
ENSMUSG00000057244,20 ,23 ,9 ,9 ,24 ,5 
ENSMUSG00000025473,107 ,84 ,83 ,101 ,70 ,78 
ENSMUSG00000053730,640 ,429 ,428 ,561 ,482 ,503 
ENSMUSG00000032376,725 ,626 ,503 ,685 ,626 ,611 
ENSMUSG00000031302,70 ,43 ,40 ,48 ,38 ,46 
ENSMUSG00000014668,2418 ,1762 ,1721 ,2049 ,2083 ,1901 
ENSMUSG00000109727,10 ,5 ,9 ,14 ,10 ,8 
ENSMUSG00000024905,52 ,37 ,45 ,59 ,48 ,45 
ENSMUSG00000113786,118 ,138 ,86 ,127 ,72 ,111 
ENSMUSG00000031389,94 ,76 ,91 ,124 ,86 ,81 
ENSMUSG00000043496,62 ,37 ,35 ,64 ,40 ,47 
ENSMUSG00000074867,1009 ,768 ,754 ,792 ,833 ,770 
ENSMUSG00000020257,3912 ,3027 ,2757 ,3789 ,3101 ,3001 
ENSMUSG00000028784,7 ,8 ,6 ,9 ,2 ,4 
ENSMUSG00000071796,939 ,706 ,658 ,871 ,667 ,666 
ENSMUSG00000009585,2247 ,1756 ,1695 ,2603 ,1428 ,2011 
ENSMUSG00000001175,9546 ,7635 ,7061 ,9496 ,7512 ,7718 
ENSMUSG00000061654,18 ,32 ,23 ,44 ,18 ,30 
ENSMUSG00000001134,378 ,259 ,229 ,297 ,261 ,247 
ENSMUSG00000056938,262 ,200 ,180 ,195 ,194 ,204 
ENSMUSG00000032558,565 ,473 ,474 ,544 ,437 ,464 
ENSMUSG00000037029,1264 ,974 ,898 ,1108 ,912 ,990 
ENSMUSG00000061981,2351 ,1765 ,1678 ,2012 ,2063 ,1854 
ENSMUSG00000035958,1464 ,1158 ,1109 ,1325 ,1258 ,1247 
ENSMUSG00000005268,93 ,77 ,79 ,128 ,64 ,88 
ENSMUSG00000042372,32 ,22 ,17 ,38 ,15 ,32 
ENSMUSG00000084408,2 ,7 ,5 ,13 ,5 ,4 
ENSMUSG00000040888,1084 ,786 ,774 ,979 ,834 ,901 
ENSMUSG00000029245,9 ,9 ,5 ,5 ,8 ,3 
ENSMUSG00000072955,41 ,38 ,16 ,46 ,19 ,48 
ENSMUSG00000045165,221 ,177 ,176 ,201 ,164 ,171 
ENSMUSG00000029864,87 ,63 ,51 ,89 ,77 ,56 
ENSMUSG00000049811,95 ,63 ,58 ,70 ,53 ,68 
ENSMUSG00000048949,21 ,23 ,13 ,33 ,27 ,11 
ENSMUSG00000081402,7 ,4 ,9 ,5 ,5 ,4 
ENSMUSG00000022464,5863 ,4429 ,4353 ,7601 ,3430 ,5400 
ENSMUSG00000078308,12 ,12 ,8 ,8 ,9 ,7 
ENSMUSG00000057215,11 ,7 ,4 ,1 ,7 ,6 
ENSMUSG00000035355,75 ,73 ,43 ,90 ,62 ,62 
ENSMUSG00000060675,211 ,156 ,157 ,154 ,157 ,170 
ENSMUSG00000040706,3 ,16 ,2 ,10 ,0 ,4 
ENSMUSG00000038188,89 ,73 ,72 ,87 ,42 ,80 
ENSMUSG00000040121,23 ,12 ,20 ,16 ,15 ,13 
ENSMUSG00000001143,469 ,382 ,315 ,502 ,350 ,373 
ENSMUSG00000036873,447 ,357 ,343 ,472 ,334 ,399 
ENSMUSG00000032192,189 ,134 ,137 ,167 ,130 ,128 
ENSMUSG00000087128,8 ,9 ,12 ,10 ,15 ,13 
ENSMUSG00000106205,8 ,5 ,4 ,7 ,9 ,7 
ENSMUSG00000002064,1471 ,1107 ,1002 ,1418 ,1188 ,1073 
ENSMUSG00000040605,18 ,8 ,10 ,16 ,5 ,6 
ENSMUSG00000113902,288 ,233 ,245 ,252 ,229 ,238 
ENSMUSG00000022176,115 ,66 ,68 ,87 ,61 ,73 
ENSMUSG00000070972,205 ,188 ,171 ,196 ,154 ,177 
ENSMUSG00000041733,706 ,518 ,459 ,644 ,526 ,566 
ENSMUSG00000112639,2 ,15 ,8 ,5 ,8 ,5 
ENSMUSG00000053164,20 ,17 ,12 ,18 ,20 ,21 
ENSMUSG00000029587,447 ,312 ,307 ,374 ,368 ,365 
ENSMUSG00000070639,436 ,302 ,308 ,488 ,275 ,352 
ENSMUSG00000020424,1490 ,1153 ,1046 ,1256 ,1161 ,1117 
ENSMUSG00000102600,9 ,10 ,7 ,8 ,8 ,3 
ENSMUSG00000025217,961 ,800 ,790 ,1022 ,831 ,799 
ENSMUSG00000026839,9 ,4 ,8 ,2 ,7 ,5 
ENSMUSG00000028132,13 ,8 ,11 ,8 ,9 ,7 
ENSMUSG00000027531,1409 ,1091 ,1014 ,1320 ,1162 ,1117 
ENSMUSG00000025812,2138 ,1572 ,1486 ,1919 ,1463 ,1621 
ENSMUSG00000020877,506 ,345 ,313 ,353 ,357 ,369 
ENSMUSG00000020116,3554 ,2889 ,2701 ,3388 ,2754 ,2748 
ENSMUSG00000044217,23 ,21 ,16 ,17 ,8 ,23 
ENSMUSG00000085152,16 ,31 ,21 ,32 ,25 ,27 
ENSMUSG00000023903,284 ,259 ,194 ,309 ,257 ,218 
ENSMUSG00000037010,45 ,48 ,45 ,81 ,35 ,47 
ENSMUSG00000033964,675 ,497 ,477 ,633 ,500 ,573 
ENSMUSG00000026051,17 ,13 ,12 ,15 ,7 ,11 
ENSMUSG00000017664,719 ,578 ,498 ,679 ,609 ,567 
ENSMUSG00000032553,1688 ,1351 ,1238 ,1592 ,1232 ,1309 
ENSMUSG00000025192,314 ,242 ,201 ,241 ,252 ,207 
ENSMUSG00000036879,712 ,518 ,470 ,737 ,485 ,553 
ENSMUSG00000050844,15 ,8 ,6 ,5 ,3 ,12 
ENSMUSG00000032311,122 ,91 ,89 ,101 ,75 ,98 
ENSMUSG00000097062,75 ,57 ,72 ,61 ,62 ,59 
ENSMUSG00000021226,95 ,81 ,70 ,89 ,90 ,89 
ENSMUSG00000046580,11 ,4 ,7 ,6 ,7 ,2 
ENSMUSG00000073889,310 ,227 ,188 ,257 ,212 ,205 
ENSMUSG00000097287,44 ,20 ,28 ,21 ,35 ,18 
ENSMUSG00000107549,7 ,5 ,7 ,4 ,7 ,15 
ENSMUSG00000022124,1238 ,952 ,992 ,1147 ,1047 ,1085 
ENSMUSG00000030276,61 ,27 ,37 ,48 ,27 ,31 
ENSMUSG00000041429,335 ,295 ,229 ,323 ,246 ,239 
ENSMUSG00000027035,947 ,728 ,688 ,884 ,746 ,800 
ENSMUSG00000039824,135 ,112 ,102 ,97 ,126 ,91 
ENSMUSG00000092417,582 ,493 ,456 ,579 ,438 ,448 
ENSMUSG00000028826,2474 ,2001 ,1917 ,2560 ,1869 ,2170 
ENSMUSG00000078995,57 ,45 ,52 ,48 ,69 ,56 
ENSMUSG00000074892,10 ,11 ,5 ,9 ,4 ,6 
ENSMUSG00000028291,1388 ,1089 ,969 ,1096 ,1138 ,1035 
ENSMUSG00000028188,25 ,19 ,28 ,20 ,20 ,20 
ENSMUSG00000054423,15 ,9 ,10 ,23 ,7 ,14 
ENSMUSG00000108555,47 ,34 ,31 ,56 ,14 ,25 
ENSMUSG00000037426,1516 ,1150 ,1027 ,1384 ,1081 ,1084 
ENSMUSG00000035948,19 ,17 ,11 ,18 ,13 ,6 
ENSMUSG00000032508,245 ,226 ,186 ,238 ,230 ,228 
ENSMUSG00000025059,378 ,289 ,259 ,395 ,281 ,297 
ENSMUSG00000036264,7 ,8 ,7 ,7 ,5 ,4 
ENSMUSG00000035458,64 ,31 ,32 ,45 ,25 ,37 
ENSMUSG00000030670,10 ,4 ,5 ,13 ,4 ,9 
ENSMUSG00000026355,11145 ,8496 ,8113 ,11186 ,8291 ,8904 
ENSMUSG00000026234,81302 ,65113 ,61490 ,85663 ,59149 ,69815 
ENSMUSG00000020778,232 ,203 ,181 ,254 ,200 ,201 
ENSMUSG00000038195,4 ,9 ,4 ,8 ,8 ,8 
ENSMUSG00000033967,109 ,77 ,89 ,94 ,56 ,97 
ENSMUSG00000034449,143 ,108 ,94 ,121 ,100 ,94 
ENSMUSG00000020462,874 ,742 ,711 ,822 ,810 ,781 
ENSMUSG00000031896,7 ,6 ,4 ,6 ,9 ,8 
ENSMUSG00000017778,4588 ,3593 ,3459 ,4449 ,3447 ,3421 
ENSMUSG00000024601,1330 ,1140 ,1013 ,1409 ,1001 ,1212 
ENSMUSG00000041241,678 ,520 ,439 ,608 ,545 ,535 
ENSMUSG00000050332,925 ,634 ,661 ,934 ,653 ,718 
ENSMUSG00000019948,436 ,347 ,321 ,497 ,311 ,361 
ENSMUSG00000097577,6 ,8 ,13 ,17 ,11 ,9 
ENSMUSG00000035104,50 ,23 ,35 ,30 ,36 ,24 
ENSMUSG00000053119,2458 ,1828 ,1726 ,2135 ,1905 ,1745 
ENSMUSG00000027381,1330 ,1096 ,892 ,1201 ,985 ,995 
ENSMUSG00000021555,2256 ,1729 ,1541 ,2010 ,1582 ,1733 
ENSMUSG00000032401,11 ,16 ,7 ,11 ,9 ,6 
ENSMUSG00000070866,5 ,6 ,4 ,6 ,6 ,9 
ENSMUSG00000032446,333 ,280 ,259 ,352 ,169 ,291 
ENSMUSG00000113450,342 ,251 ,229 ,250 ,257 ,256 
ENSMUSG00000041124,1225 ,860 ,868 ,1138 ,922 ,968 
ENSMUSG00000035245,407 ,285 ,255 ,334 ,325 ,324 
ENSMUSG00000066443,248 ,327 ,286 ,290 ,0 ,137 
ENSMUSG00000028088,35 ,22 ,21 ,33 ,27 ,30 
ENSMUSG00000030082,7118 ,5412 ,5149 ,6447 ,5345 ,5406 
ENSMUSG00000022708,179 ,132 ,133 ,165 ,156 ,151 
ENSMUSG00000106928,28 ,13 ,20 ,22 ,30 ,20 
ENSMUSG00000021270,124785 ,100821 ,95103 ,121545 ,90374 ,100754 
ENSMUSG00000057534,17 ,12 ,14 ,13 ,9 ,12 
ENSMUSG00000030946,512 ,396 ,371 ,610 ,320 ,440 
ENSMUSG00000050865,11 ,2 ,4 ,10 ,6 ,7 
ENSMUSG00000032680,6 ,1 ,7 ,9 ,2 ,10 
ENSMUSG00000072572,19 ,5 ,14 ,14 ,18 ,15 
ENSMUSG00000113645,13 ,2 ,13 ,10 ,6 ,4 
ENSMUSG00000029454,1295 ,956 ,857 ,1129 ,908 ,940 
ENSMUSG00000001785,3212 ,2523 ,2295 ,3223 ,2497 ,2500 
ENSMUSG00000037455,116 ,63 ,71 ,95 ,82 ,93 
ENSMUSG00000044636,399 ,264 ,290 ,470 ,232 ,327 
ENSMUSG00000053702,7 ,8 ,14 ,7 ,9 ,6 
ENSMUSG00000097231,22 ,13 ,9 ,25 ,11 ,18 
ENSMUSG00000000378,1880 ,1376 ,1346 ,1788 ,1210 ,1423 
ENSMUSG00000109015,5 ,3 ,9 ,7 ,7 ,10 
ENSMUSG00000091472,15 ,20 ,17 ,22 ,17 ,25 
ENSMUSG00000110993,45 ,36 ,36 ,43 ,27 ,32 
ENSMUSG00000107118,15 ,17 ,11 ,19 ,4 ,11 
ENSMUSG00000060227,1405 ,1062 ,1109 ,1192 ,1150 ,1082 
ENSMUSG00000031786,29 ,24 ,11 ,13 ,22 ,15 
ENSMUSG00000033478,1367 ,1133 ,1007 ,1314 ,1132 ,1153 
ENSMUSG00000023982,13 ,13 ,10 ,16 ,17 ,12 
ENSMUSG00000054520,187 ,137 ,150 ,196 ,127 ,117 
ENSMUSG00000057967,73 ,66 ,62 ,63 ,43 ,73 
ENSMUSG00000108591,6 ,18 ,9 ,4 ,15 ,5 
ENSMUSG00000036499,962 ,741 ,712 ,908 ,812 ,764 
ENSMUSG00000054074,8 ,8 ,6 ,5 ,10 ,14 
ENSMUSG00000030713,26 ,19 ,8 ,26 ,2 ,12 
ENSMUSG00000019944,43 ,47 ,33 ,51 ,31 ,60 
ENSMUSG00000087213,117 ,81 ,76 ,104 ,68 ,76 
ENSMUSG00000031154,2620 ,2094 ,2024 ,2619 ,2121 ,2160 
ENSMUSG00000051639,23 ,30 ,35 ,44 ,40 ,23 
ENSMUSG00000040327,353 ,262 ,269 ,300 ,277 ,255 
ENSMUSG00000070709,60 ,49 ,51 ,67 ,49 ,63 
ENSMUSG00000029431,5 ,7 ,11 ,8 ,7 ,2 
ENSMUSG00000064262,9 ,4 ,7 ,10 ,2 ,2 
ENSMUSG00000114147,156 ,113 ,108 ,149 ,102 ,155 
ENSMUSG00000000056,1045 ,772 ,723 ,825 ,815 ,772 
ENSMUSG00000004558,619 ,470 ,367 ,576 ,375 ,419 
ENSMUSG00000035910,12 ,6 ,8 ,4 ,11 ,3 
ENSMUSG00000097932,17 ,11 ,13 ,16 ,19 ,15 
ENSMUSG00000040429,146 ,124 ,118 ,155 ,89 ,115 
ENSMUSG00000025194,14 ,12 ,22 ,28 ,16 ,17 
ENSMUSG00000041703,1532 ,1158 ,1089 ,1413 ,1191 ,1256 
ENSMUSG00000028737,1653 ,1236 ,1176 ,1506 ,1417 ,1240 
ENSMUSG00000032786,1025 ,764 ,731 ,907 ,755 ,756 
ENSMUSG00000027774,2992 ,2464 ,2286 ,2767 ,2432 ,2308 
ENSMUSG00000027466,2111 ,1602 ,1597 ,1720 ,1800 ,1540 
ENSMUSG00000071281,577 ,428 ,390 ,410 ,454 ,437 
ENSMUSG00000047123,250 ,178 ,159 ,204 ,192 ,145 
ENSMUSG00000026827,3124 ,2413 ,2329 ,3554 ,2123 ,2569 
ENSMUSG00000078875,137 ,82 ,80 ,88 ,111 ,121 
ENSMUSG00000031077,175 ,149 ,117 ,189 ,141 ,142 
ENSMUSG00000026473,4117 ,3061 ,2955 ,3720 ,3028 ,3084 
ENSMUSG00000026946,219 ,158 ,150 ,230 ,109 ,147 
ENSMUSG00000023991,2165 ,1636 ,1557 ,1913 ,1518 ,1734 
ENSMUSG00000041831,60 ,42 ,57 ,59 ,18 ,60 
ENSMUSG00000007480,25 ,21 ,17 ,33 ,21 ,21 
ENSMUSG00000081684,14 ,7 ,20 ,14 ,34 ,6 
ENSMUSG00000038733,5190 ,4068 ,3699 ,4762 ,4146 ,4238 
ENSMUSG00000027752,1252 ,959 ,910 ,1167 ,1047 ,984 
ENSMUSG00000036111,6 ,6 ,7 ,3 ,8 ,2 
ENSMUSG00000042345,74 ,37 ,46 ,77 ,19 ,38 
ENSMUSG00000090026,9 ,7 ,1 ,8 ,9 ,6 
ENSMUSG00000097817,17 ,4 ,1 ,15 ,7 ,7 
ENSMUSG00000037771,14 ,13 ,18 ,15 ,5 ,16 
ENSMUSG00000075702,551 ,417 ,366 ,445 ,449 ,358 
ENSMUSG00000023947,83 ,62 ,38 ,66 ,66 ,68 
ENSMUSG00000061462,73 ,31 ,44 ,38 ,71 ,55 
ENSMUSG00000026753,1576 ,1210 ,1118 ,1353 ,1220 ,1181 
ENSMUSG00000001566,11 ,16 ,7 ,11 ,4 ,11 
ENSMUSG00000034177,31 ,28 ,29 ,52 ,18 ,36 
ENSMUSG00000097439,23 ,20 ,10 ,17 ,16 ,9 
ENSMUSG00000005699,173 ,151 ,120 ,146 ,134 ,130 
ENSMUSG00000079492,8 ,24 ,7 ,11 ,16 ,2 
ENSMUSG00000043311,92 ,68 ,57 ,82 ,86 ,68 
ENSMUSG00000028565,28 ,19 ,13 ,22 ,27 ,21 
ENSMUSG00000039480,421 ,314 ,293 ,434 ,292 ,352 
ENSMUSG00000109198,20 ,17 ,31 ,46 ,21 ,19 
ENSMUSG00000024391,2 ,4 ,15 ,4 ,7 ,4 
ENSMUSG00000024146,892 ,699 ,559 ,772 ,647 ,625 
ENSMUSG00000047648,1224 ,946 ,878 ,1177 ,946 ,1002 
ENSMUSG00000036168,35 ,29 ,39 ,42 ,37 ,40 
ENSMUSG00000085042,35 ,40 ,33 ,60 ,34 ,33 
ENSMUSG00000025532,959 ,771 ,707 ,987 ,730 ,803 
ENSMUSG00000008763,1826 ,1400 ,1276 ,1516 ,1365 ,1439 
ENSMUSG00000047342,117 ,98 ,80 ,122 ,106 ,91 
ENSMUSG00000035842,1630 ,1217 ,1154 ,1501 ,1302 ,1279 
ENSMUSG00000024970,958 ,721 ,683 ,795 ,762 ,695 
ENSMUSG00000021338,968 ,667 ,689 ,881 ,584 ,745 
